doc,label
1874_Achard-Amedee_Envers-et-contre-tous.txt_chunk_72,ADVENTURE
1862_Feval-Paul_Les-habits-noirs_Tome-I.txt_chunk_138,NON_ADVENTURE
1883_Grandpré_Jules-de_Cartouche.txt_chunk_318,NON_ADVENTURE
1845_Sue-Eugene_Le-juif-errant_tome-I.txt_chunk_119,NON_ADVENTURE
1904_Noailles-Anna-de_Le-visage-emerveille.txt_chunk_7,NON_ADVENTURE
1855_Ulbach-Louis_L-amour-et-la-mort.txt_chunk_3,NON_ADVENTURE
1874_Daudet-Alphonse_Fromont-jeune-et-Risler-aine.txt_chunk_79,NON_ADVENTURE
1846_Gay-Sophie_Ellenore_Volume-II.txt_chunk_41,NON_ADVENTURE
1891_Ohnet-Georges_Dette-de-haine.txt_chunk_59,NON_ADVENTURE
1875_Verne-Jules_L-Ile-Mysterieuse.txt_chunk_158,ADVENTURE
1844_Dumas-Alexandre_Les-Trois-Mousquetaires.txt_chunk_174,ADVENTURE
1899_Le-Rouge-Gustave_La-Conspiration-des-milliardaires_Tome-II-a-coups-de-milliards.txt_chunk_34,NON_ADVENTURE
1843_Sue-Eugene_Les-Mysteres-de-Paris_Tome-I.txt_chunk_36,NON_ADVENTURE
1881_Loti-Pierre_Fleurs-d-ennui.txt_chunk_14,ADVENTURE
1881_Cherbuliez-Victor_Noirs-et-Rouges.txt_chunk_39,NON_ADVENTURE
1913_Leroux-Gaston_La-Reine-du-Sabbat.txt_chunk_46,NON_ADVENTURE
1891_Ohnet-Georges_Dette-de-haine.txt_chunk_68,NON_ADVENTURE
1867_Aimard_Gustave_Balle-franche.txt_chunk_113,NON_ADVENTURE
1864_ Verne-Jules_Voyage-au-centre-de-la-Terre.txt_chunk_6,ADVENTURE
1862_Gaboriau-Emile_Les-gens-de-bureau.txt_chunk_14,NON_ADVENTURE
1899_Le-Rouge-Gustave_La-Conspiration-des-milliardaires_Tome-II-a-coups-de-milliards.txt_chunk_46,ADVENTURE
1893_Boussenard_Louis_Les-Robinsons-de-la-Guyane.txt_chunk_115,ADVENTURE
1892_Boussenard_Louis_Les-français-au-Pôle-nord.txt_chunk_19,ADVENTURE
1918_Genestoux-Magdeleine-du_Noemie-Hollemechette-Journal-d-une-petite-refugiee-belge.txt_chunk_25,NON_ADVENTURE
1896_Rosny_J.-H._Les-Xipéhuz.txt_chunk_1,ADVENTURE
1894_Prevost-Marcel_Les-Demi-Vierges.txt_chunk_29,NON_ADVENTURE
1880_Boussenard_Louis_Le-tour-du-monde-dun-gamin-de-Paris.txt_chunk_2,ADVENTURE
"1838_Sue_Eugène_Latréaumont,-par-Eugène-Sue....txt_chunk_62",NON_ADVENTURE
1901_Maël_Pierre_La-filleule-de-Du-Guesclin.txt_chunk_69,ADVENTURE
1925_Bazin-Rene_Le-ble-qui-leve.txt_chunk_68,NON_ADVENTURE
1932_Guilloux-Louis_Hymenee.txt_chunk_33,NON_ADVENTURE
1912_Bazin-Rene_Davidee-Birot.txt_chunk_47,NON_ADVENTURE
1919_Bourget-Paul_Laurence-Albani.txt_chunk_42,NON_ADVENTURE
1890_Jacolliot_Louis_Les-ravageurs-de-la-mer.txt_chunk_34,ADVENTURE
1878_Ferry_Gabriel_Le-coureur-des-bois-ou-Les-che.txt_chunk_12,ADVENTURE
1876_Ponson-du-Terrail-Pierre-_Le-filleul-du-roi.txt_chunk_98,NON_ADVENTURE
1862_Feval-Paul_Les-habits-noirs_Tome-I.txt_chunk_44,ADVENTURE
1893_Boussenard_Louis_Les-Robinsons-de-la-Guyane.txt_chunk_4,ADVENTURE
1845_Sue-Eugene_Le-juif-errant_tome-I.txt_chunk_180,NON_ADVENTURE
1908_Rolland-Romain_Jean-Christophe_Tome-V-La-foire-sur-la-place.txt_chunk_32,NON_ADVENTURE
1843_Sue-Eugene_Les-Mysteres-de-Paris_Tome-III.txt_chunk_18,NON_ADVENTURE
1890_Jacolliot_Louis_Les-ravageurs-de-la-mer.txt_chunk_63,ADVENTURE
1893_Boussenard_Louis_Les-Robinsons-de-la-Guyane.txt_chunk_314,NON_ADVENTURE
1859_Assollant_Alfred_Scènes-de-la-vie-des-États-Uni.txt_chunk_40,NON_ADVENTURE
1844_Dumas-Alexandre_Les-Trois-Mousquetaires.txt_chunk_41,ADVENTURE
1882_Verne-Jules_Le-rayon-vert.txt_chunk_17,ADVENTURE
1868_Verne_Jules_Les-Enfants-du-Capitaine-Grant.txt_chunk_52,ADVENTURE
1894_Chabrillat-Henri-de_Les-cinq-sous-de-Lavarede.txt_chunk_133,NON_ADVENTURE
1881_Sauniere-Paul_La-Succession-Marignan.txt_chunk_24,NON_ADVENTURE
1914_Apollinaire-Guillaume_Les-trois-Don-Juan.txt_chunk_32,ADVENTURE
1928_Martin-du-Gard-Roger_Les-Thibault_Tome-4-La-consultation.txt_chunk_3,NON_ADVENTURE
1930_Malraux-Andre_La-voie-royale.txt_chunk_32,ADVENTURE
1925_Bazin-Rene_Le-ble-qui-leve.txt_chunk_1,NON_ADVENTURE
1863_Achard-Amedee_Les-Coups-d-epee-de-M-de-la-Guerche.txt_chunk_71,ADVENTURE
1867_Aimard_Gustave_Balle-franche.txt_chunk_49,ADVENTURE
1859_Ponson-du-Terrail-Pierre_Les-Exploits-de-Rocambole_Tome-III-La-Revanche-de-Baccarat.txt_chunk_26,ADVENTURE
1883_Grandpré_Jules-de_Cartouche.txt_chunk_282,NON_ADVENTURE
1843_Sue-Eugene_Les-Mysteres-de-Paris_Tome-V.txt_chunk_83,NON_ADVENTURE
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_68,ADVENTURE
1916_Barbusse-Henri_Le-Feu.txt_chunk_27,NON_ADVENTURE
1883_Grandpré_Jules-de_Cartouche.txt_chunk_85,NON_ADVENTURE
1843_Feval-Paul_Les-Mysteres-de-Londres_Tome-II.txt_chunk_121,NON_ADVENTURE
1876_Brown_Alphonse_Voyage-à-dos-de-baleine.txt_chunk_27,ADVENTURE
1859_Ponson-du-Terrail-Pierre_Les-Exploits-de-Rocambole_Tome-I-Une-fille-d-Espagne.txt_chunk_64,NON_ADVENTURE
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_72,ADVENTURE
1897_Laurie_André_Gérard-et-Colette.txt_chunk_26,ADVENTURE
1878_Ferry_Gabriel_Le-coureur-des-bois-ou-Les-che.txt_chunk_167,ADVENTURE
1857_Flaubert-Gustave_Madame-Bovary.txt_chunk_25,NON_ADVENTURE
1879_Delorme-Rene-Saint-Juirs_Une-Coquine.txt_chunk_25,NON_ADVENTURE
1844_Chateaubriand-François-Rene-de_Vie-de-Rance.txt_chunk_21,NON_ADVENTURE
1912_Bazin-Rene_Davidee-Birot.txt_chunk_19,NON_ADVENTURE
1878_Ferry_Gabriel_Le-coureur-des-bois-ou-Les-che.txt_chunk_66,ADVENTURE
1907_Zevaco-Michel_Les-Pardaillan.txt_chunk_186,NON_ADVENTURE
1911_Rosny-aine-J-H_La-guerre-du-feu.txt_chunk_32,ADVENTURE
1890_Jacolliot_Louis_Les-ravageurs-de-la-mer.txt_chunk_219,ADVENTURE
1865_Ponson-du-Terrail-Pierre_Le-Chambrion.txt_chunk_25,NON_ADVENTURE
1958_Kessel-Joseph_Le-lion.txt_chunk_42,ADVENTURE
1867_Aimard_Gustave_Balle-franche.txt_chunk_64,ADVENTURE
"1861_Achard_Amédée_Belle-Rose,-par-Amédée-Achard.txt_chunk_4",ADVENTURE
1843_Sue-Eugene_Les-Mysteres-de-Paris_Tome-III.txt_chunk_25,NON_ADVENTURE
1890_Jacolliot_Louis_Les-ravageurs-de-la-mer.txt_chunk_143,ADVENTURE
1842_Sue-Eugene_Les-Mysteres-de-Paris_Tome-II.txt_chunk_104,NON_ADVENTURE
1919_Benoit-Pierre_L-Atlantide.txt_chunk_38,ADVENTURE
1879_Noir_Louis_Lhomme-de-bronze.txt_chunk_152,ADVENTURE
"1861_Achard_Amédée_Belle-Rose,-par-Amédée-Achard.txt_chunk_123",ADVENTURE
1843_Sue-Eugene_Les-Mysteres-de-Paris_Tome-III.txt_chunk_55,NON_ADVENTURE
1844_Dumas-Alexandre_Les-Trois-Mousquetaires.txt_chunk_61,NON_ADVENTURE
1899_Le-Rouge-Gustave_La-Conspiration-des-milliardaires_Tome-IV-La-revanche-du-Vieux-Monde.txt_chunk_43,NON_ADVENTURE
1845_Sue-Eugene_Le-juif-errant_tome-I.txt_chunk_13,NON_ADVENTURE
1917_Delly_La-petite-chanoinesse.txt_chunk_40,ADVENTURE
1927_Bernanos-Georges_L-imposture.txt_chunk_39,NON_ADVENTURE
1894_Chabrillat-Henri-de_Les-cinq-sous-de-Lavarede.txt_chunk_111,NON_ADVENTURE
1874_Daudet-Alphonse_Fromont-jeune-et-Risler-aine.txt_chunk_36,NON_ADVENTURE
1847_Dumas-Alexandre_Les-Quarante-cinq.txt_chunk_17,ADVENTURE
1913_Leroux-Gaston_L-epouse-du-soleil.txt_chunk_55,NON_ADVENTURE
1885_Verlaine-Paul_Louise-Leclercq.txt_chunk_8,NON_ADVENTURE
1867_Aimard_Gustave_Balle-franche.txt_chunk_109,ADVENTURE
1874_Daudet-Alphonse_Fromont-jeune-et-Risler-aine.txt_chunk_81,NON_ADVENTURE
1855_Ulbach-Louis_L-amour-et-la-mort.txt_chunk_35,ADVENTURE
1845_Dumas-Alexandre_La-Reine-Margot.txt_chunk_176,ADVENTURE
1873_Gouraud-Julie_Petite-et-grande.txt_chunk_6,NON_ADVENTURE
1845_Sue-Eugene_Le-juif-errant_tome-I.txt_chunk_79,ADVENTURE
1877_Parfait-Paul_L-Agent-secret.txt_chunk_22,NON_ADVENTURE
1909_Feval-Paul-fils_Les-suites-de-lagardere_8-La-reine-cotillon.txt_chunk_80,ADVENTURE
1885_Amero-Constant_Le-tour-de-France-d-un-petit-Parisien.txt_chunk_172,NON_ADVENTURE
1852_Gonzalès_Emmanuel_Les-Frères-de-la-côte.-[Le-Gua.txt_chunk_55,ADVENTURE
1879_Noir_Louis_Lhomme-de-bronze.txt_chunk_246,ADVENTURE
1913_Leroux-Gaston_L-epouse-du-soleil.txt_chunk_33,ADVENTURE
1888_Boisgobey-Fortune-du_L-Oeil-de-chat_Tome2.txt_chunk_51,NON_ADVENTURE
1885_Amero-Constant_Le-tour-de-France-d-un-petit-Parisien.txt_chunk_199,NON_ADVENTURE
1893_Boussenard_Louis_Les-Robinsons-de-la-Guyane.txt_chunk_75,ADVENTURE
1918_Le-Rouge-Gustave_Le-Mysterieux-Docteur-Cornelius.txt_chunk_194,NON_ADVENTURE
1857_Flaubert-Gustave_Madame-Bovary.txt_chunk_84,NON_ADVENTURE
1857_Flaubert-Gustave_Madame-Bovary.txt_chunk_107,NON_ADVENTURE
1883_Grandpré_Jules-de_Cartouche.txt_chunk_132,NON_ADVENTURE
1847_Dumas-Alexandre_Les-Quarante-cinq.txt_chunk_222,NON_ADVENTURE
1885_Boisgobey-Fortune-du_Le-pouce-crochu.txt_chunk_28,ADVENTURE
1878_Ferry_Gabriel_Le-coureur-des-bois-ou-Les-che.txt_chunk_221,ADVENTURE
1879_Delorme-Rene-Saint-Juirs_Une-Coquine.txt_chunk_55,NON_ADVENTURE
1932_Kessel-Joseph_Fortune-Carree.txt_chunk_56,ADVENTURE
1858_Veuillot-Louis_L-Honnete-femme.txt_chunk_75,NON_ADVENTURE
1925_Bazin-Rene_Le-ble-qui-leve.txt_chunk_30,NON_ADVENTURE
1916_Barbusse-Henri_Le-Feu.txt_chunk_37,NON_ADVENTURE
1862_Feval-Paul_Les-habits-noirs_Tome-I.txt_chunk_199,ADVENTURE
"1838_Sue_Eugène_Latréaumont,-par-Eugène-Sue....txt_chunk_2",NON_ADVENTURE
1877_Saint-Vidal-Mathilde-de_Amour-et-devoir.txt_chunk_5,NON_ADVENTURE
1865_Feval-Paul_Les-habits-noirs_Tome-II.txt_chunk_55,NON_ADVENTURE
1909_Barres-Maurice_Colette-Baudoche.txt_chunk_8,NON_ADVENTURE
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_73,ADVENTURE
1913_Leroux-Gaston_La-Reine-du-Sabbat.txt_chunk_28,NON_ADVENTURE
1864_Barbey-d-Aurevilly-Jules_Un-pretre-marie.txt_chunk_76,NON_ADVENTURE
1847_Dumas-Alexandre_Les-Quarante-cinq.txt_chunk_204,ADVENTURE
1868_Feval-Paul_Les-habits-noirs_Tome-III-La-rue-de-Jerusalem.txt_chunk_105,NON_ADVENTURE
1893_Boussenard_Louis_Les-Robinsons-de-la-Guyane.txt_chunk_152,ADVENTURE
1863_Achard-Amedee_Les-Coups-d-epee-de-M-de-la-Guerche.txt_chunk_42,ADVENTURE
1899_Le-Rouge-Gustave_La-Conspiration-des-milliardaires_Tome-II-a-coups-de-milliards.txt_chunk_5,NON_ADVENTURE
1879_Noir_Louis_Lhomme-de-bronze.txt_chunk_113,ADVENTURE
1857_Feval-Paul_Le-Bossu.txt_chunk_89,NON_ADVENTURE
1858_Veuillot-Louis_L-Honnete-femme.txt_chunk_62,NON_ADVENTURE
1885_Amero-Constant_Le-tour-de-France-d-un-petit-Parisien.txt_chunk_228,ADVENTURE
1898_Ivoi-Paul-d-_Corsaire-Triplex.txt_chunk_84,ADVENTURE
1891_Ohnet-Georges_Dette-de-haine.txt_chunk_67,NON_ADVENTURE
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu.txt_chunk_76,ADVENTURE
1880_Boussenard_Louis_Le-tour-du-monde-dun-gamin-de-Paris.txt_chunk_25,ADVENTURE
1907_Zevaco-Michel_Le-Capitan.txt_chunk_126,NON_ADVENTURE
1878_Ferry_Gabriel_Le-coureur-des-bois-ou-Les-che.txt_chunk_56,ADVENTURE
1865_Feval-Paul_Les-habits-noirs_Tome-II.txt_chunk_79,NON_ADVENTURE
1877_Saint-Vidal-Mathilde-de_Amour-et-devoir.txt_chunk_36,NON_ADVENTURE
1843_Feval-Paul_Les-Mysteres-de-Londres_Tome-I.txt_chunk_23,ADVENTURE
1859_Ponson-du-Terrail-Pierre_Les-Exploits-de-Rocambole_Tome-III-La-Revanche-de-Baccarat.txt_chunk_49,ADVENTURE
1843_Feval-Paul_Les-Mysteres-de-Londres_Tome-III.txt_chunk_33,ADVENTURE
1847_Dumas-Alexandre_Les-Quarante-cinq.txt_chunk_18,NON_ADVENTURE
"1863_Gautier_Théophile_Le-Capitaine-Fracasse,-par-Thé.txt_chunk_74",NON_ADVENTURE
1885_Ohnet-Georges_La-Grande-Marniere.txt_chunk_8,ADVENTURE
1897_Laurie_André_Gérard-et-Colette.txt_chunk_5,NON_ADVENTURE
1928_Delly_Cœurs-ennemis-Laquelle.txt_chunk_13,ADVENTURE
1917_Mac-Orlan-Pierre_Le-chant-de-l-equipage.txt_chunk_20,ADVENTURE
1887_Guy-de-Maupassant_Mont-Oriol.txt_chunk_12,NON_ADVENTURE
1877_Parfait-Paul_L-Agent-secret.txt_chunk_34,ADVENTURE
1958_Kessel-Joseph_Le-lion.txt_chunk_6,NON_ADVENTURE
1934_Ivoi_Paul-d_Le-docteur-Mystère.txt_chunk_12,ADVENTURE
1869_Ponson-du-Terrail-Pierre_Le-Forgeron-de-la-Cour-Dieu_Tome-II.txt_chunk_52,ADVENTURE
1866_Valles-Jules_Les-Refractaires.txt_chunk_30,NON_ADVENTURE
1874_Daudet-Alphonse_Fromont-jeune-et-Risler-aine.txt_chunk_48,NON_ADVENTURE
1893_Feval-Paul-fils_les-suites-de-lagardere_2-les-chevauchees-de-lagardere.txt_chunk_24,ADVENTURE
1893_France-Anatole_Les-opinions-de-M-Jerome-Coignard.txt_chunk_18,NON_ADVENTURE
1873_L-Epine-Ernest_La-vie-a-grand-orchestre--charivari-parisien.txt_chunk_33,NON_ADVENTURE
1878_Ferry_Gabriel_Le-coureur-des-bois-ou-Les-che.txt_chunk_84,ADVENTURE
1845_Sue-Eugene_Le-juif-errant_tome-I.txt_chunk_188,NON_ADVENTURE
1880_Feval-Paul_L-homme-sans-bras.txt_chunk_0,ADVENTURE
1864_Barbey-d-Aurevilly-Jules_Un-pretre-marie.txt_chunk_110,NON_ADVENTURE
"1861_Achard_Amédée_Belle-Rose,-par-Amédée-Achard.txt_chunk_34",ADVENTURE
1878_Assollant-Alfred_Le-plus-hardi-des-gueux.txt_chunk_28,ADVENTURE
1843_Feval-Paul_Les-Mysteres-de-Londres_Tome-II.txt_chunk_20,ADVENTURE
1890_Beaujoint_Jules_Les-quatre-sergents-de-La-Roch.txt_chunk_244,NON_ADVENTURE
1890_Beaujoint_Jules_Les-quatre-sergents-de-La-Roch.txt_chunk_65,NON_ADVENTURE
1869_Feval-Paul_L-arme-invisible-Les-Habits-Noirs_Tome-IV.txt_chunk_45,NON_ADVENTURE
1863_Achard-Amedee_Les-Coups-d-epee-de-M-de-la-Guerche.txt_chunk_80,ADVENTURE
"1863_Gautier_Théophile_Le-Capitaine-Fracasse,-par-Thé.txt_chunk_30",NON_ADVENTURE
1899_Le-Rouge-Gustave_La-Conspiration-des-milliardaires_Tome-IV-La-revanche-du-Vieux-Monde.txt_chunk_61,ADVENTURE
1894_Chabrillat-Henri-de_Les-cinq-sous-de-Lavarede.txt_chunk_129,ADVENTURE
1843_Feval-Paul_Les-Mysteres-de-Londres_Tome-III.txt_chunk_146,ADVENTURE
1879_Noir_Louis_Lhomme-de-bronze.txt_chunk_270,ADVENTURE
1876_Brown_Alphonse_Voyage-à-dos-de-baleine.txt_chunk_48,ADVENTURE
1867_Aimard_Gustave_Balle-franche.txt_chunk_228,NON_ADVENTURE
1892_Boussenard_Louis_Les-français-au-Pôle-nord.txt_chunk_40,NON_ADVENTURE
1905_Le-Rouge-Gustave_L-Espionne-du-grand-Lama.txt_chunk_37,ADVENTURE
1867_Aimard_Gustave_Balle-franche.txt_chunk_157,NON_ADVENTURE
1894_Chabrillat-Henri-de_Les-cinq-sous-de-Lavarede.txt_chunk_76,ADVENTURE
1886_La-Landell_Gabriel-de_Sans-Peur-le-corsaire.txt_chunk_1,ADVENTURE
1874_Achard-Amedee_Envers-et-contre-tous.txt_chunk_10,ADVENTURE
1890_Jacolliot_Louis_Les-ravageurs-de-la-mer.txt_chunk_147,ADVENTURE
1893_Jacolliot_Louis_Perdus-sur-locéan.txt_chunk_130,ADVENTURE
1859_Ponson-du-Terrail-Pierre_Les-Exploits-de-Rocambole_Tome-I-Une-fille-d-Espagne.txt_chunk_74,ADVENTURE
1866_Valles-Jules_Les-Refractaires.txt_chunk_34,ADVENTURE
1868_Verne_Jules_Les-Enfants-du-Capitaine-Grant.txt_chunk_60,ADVENTURE
1934_Ivoi_Paul-d_Le-docteur-Mystère.txt_chunk_125,ADVENTURE
1908_Bovet-Marie-Anne-de_Apres-le-divorce.txt_chunk_45,NON_ADVENTURE
"1861_Achard_Amédée_Belle-Rose,-par-Amédée-Achard.txt_chunk_106",NON_ADVENTURE
1878_Assollant_Alfred_Montluc-le-Rouge.txt_chunk_17,ADVENTURE
1847_Dumas-Alexandre_Les-Quarante-cinq.txt_chunk_91,ADVENTURE
1893_Jacolliot_Louis_Perdus-sur-locéan.txt_chunk_33,ADVENTURE
1927_Leblanc-Maurice_La-demoiselle-aux-yeux-verts.txt_chunk_54,ADVENTURE
1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers.txt_chunk_63,ADVENTURE
1874_Daudet-Alphonse_Fromont-jeune-et-Risler-aine.txt_chunk_73,NON_ADVENTURE
1875_Verne-Jules_L-Ile-Mysterieuse.txt_chunk_170,ADVENTURE
1899_Le-Rouge-Gustave_La-Conspiration-des-milliardaires_Tome-III-Le-Regiment-des-hypnotiseurs.txt_chunk_7,ADVENTURE
1885_Boisgobey-Fortune-du_Le-pouce-crochu.txt_chunk_11,NON_ADVENTURE
1846_Balzac-Honore-de_Les-Proscrits.txt_chunk_2,ADVENTURE
1863_Achard-Amedee_Les-Coups-d-epee-de-M-de-la-Guerche.txt_chunk_89,ADVENTURE
1892_Boussenard_Louis_Les-français-au-Pôle-nord.txt_chunk_128,ADVENTURE
1869_Feval-Paul_L-arme-invisible-Les-Habits-Noirs_Tome-IV.txt_chunk_68,NON_ADVENTURE
1907_Zevaco-Michel_Les-Pardaillan.txt_chunk_185,NON_ADVENTURE
1878_Ferry_Gabriel_Le-coureur-des-bois-ou-Les-che.txt_chunk_193,ADVENTURE
1914_Roussel-Raymond_Locus-Solus.txt_chunk_51,NON_ADVENTURE
1879_Noir_Louis_Lhomme-de-bronze.txt_chunk_211,ADVENTURE
1918_Le-Rouge-Gustave_Le-Mysterieux-Docteur-Cornelius.txt_chunk_259,ADVENTURE
1893_Feval-Paul-fils_les-suites-de-lagardere_6-le-duc-de-nevers.txt_chunk_26,ADVENTURE
1888_Jacolliot_Louis_Le-coureur-des-jungles.txt_chunk_208,ADVENTURE
1869_Ponson-du-Terrail-Pierre_Le-Forgeron-de-la-Cour-Dieu_Tome-I.txt_chunk_10,ADVENTURE
1893_Boussenard_Louis_Les-Robinsons-de-la-Guyane.txt_chunk_207,NON_ADVENTURE
1846_Balzac-Honore-de_L’Envers-de-l-histoire-contemporaine.txt_chunk_35,NON_ADVENTURE
1924_Leroux-Gaston_La-poupee-sanglante.txt_chunk_38,NON_ADVENTURE
1852_Gonzalès_Emmanuel_Les-Frères-de-la-côte.-[Le-Gua.txt_chunk_84,ADVENTURE
1916_Barbusse-Henri_Le-Feu.txt_chunk_69,NON_ADVENTURE
1857_Aimard-Gustave_Les-trappeurs-de-l-Arkansas.txt_chunk_47,ADVENTURE
1858_Pressense-Elise-de_Rosa.txt_chunk_48,NON_ADVENTURE
1872_Zola-Emile_La-curee.txt_chunk_24,NON_ADVENTURE
1845_Sue-Eugene_Le-juif-errant_tome-I.txt_chunk_21,NON_ADVENTURE
1912_Bazin-Rene_Davidee-Birot.txt_chunk_74,NON_ADVENTURE
1925_Bazin-Rene_Le-ble-qui-leve.txt_chunk_5,NON_ADVENTURE
1844_Balzac-Honore-de_Splendeurs-et-miseres-des-courtisanes.txt_chunk_152,NON_ADVENTURE
1862_Noir_Louis_Le-Coupeur-de-têtes.txt_chunk_30,NON_ADVENTURE
1867_Aimard_Gustave_Balle-franche.txt_chunk_202,NON_ADVENTURE
1914_Apollinaire-Guillaume_Les-trois-Don-Juan.txt_chunk_26,NON_ADVENTURE
